AllHunter357	0	4	33	1	1	0:35	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AllusiveHalo	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alonsoo 3	1	10	11	7	3	0:17	1	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	1	0	0
alorton	0	12	3	1	3	0:04	1	0	0	0	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0
aLuckyHitbyME	2	28	21	10	9	0:40	0	0	0	0	0	0	15	2	0	2	2	0	1	0	0	0	0	1	0	0
AmazedDeaths 8	0	29	4	2	16	0:17	0	0	0	0	0	0	22	1	4	1	0	0	2	2	0	0	0	0	0	0
Amedeo 092	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
an epic tuna	0	77	180	28	25	1:29	4	1	0	0	0	0	27	1	12	6	1	0	1	0	0	0	0	0	1	1
ANAKLN	0	37	46	3	15	0:19	5	0	0	0	0	0	4	0	4	5	0	1	1	0	0	0	0	0	0	0
andres952112	0	5	28	6	1	0:23	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
andrewatomatic	0	0	1	0	0	0:06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Andy3619	0	38	16	1	8	0:20	1	1	0	0	0	0	25	0	7	4	0	0	2	1	0	0	0	0	0	0
Angel Of Dirt	0	0	2	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AnglicoSG	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AODB Revan	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AODB spudarcade	0	6	8	3	2	0:22	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
AODB you idiot	0	57	36	4	29	0:55	2	0	0	0	0	0	6	0	12	2	0	1	4	0	0	0	0	0	1	1
AppleKokoNut	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arabongs	0	9	32	2	1	0:28	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
arbitereliteult	0	21	24	4	9	0:09	4	0	0	0	0	0	2	0	3	2	0	0	1	0	0	0	0	0	0	0
Archilliess	1	79	99	15	15	2:01	2	0	0	0	0	0	27	2	10	10	6	0	3	2	1	1	1	1	1	1
ArdentKnowledge	0	18	17	12	2	0:31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ArisenGlint	0	7	11	2	3	0:12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
armageddonlol	3	106	35	17	32	1:15	7	3	1	0	0	0	31	14	8	4	2	1	9	3	2	2	2	1	1	4
Armando0094	4	57	163	30	20	2:41	3	0	0	0	0	0	31	4	2	1	0	0	0	0	0	0	0	0	7	6
arrecool	0	8	18	0	1	0:06	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arsenicman	0	6	7	2	2	0:04	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ArthurR19	0	30	53	0	9	0:17	2	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0	0
AsK M3 4 M3rCy	0	67	40	9	44	0:17	8	3	0	0	0	0	14	0	2	2	0	0	4	0	0	0	0	0	0	0
Askadan	0	18	37	6	0	0:38	0	0	0	0	0	0	0	11	4	2	0	0	0	0	0	0	0	2	2	1
aSpartan111	0	50	45	1	18	0:19	2	0	0	0	0	0	27	0	0	2	0	0	3	0	0	0	0	0	0	0
Audusspartan117	0	38	233	23	7	2:03	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0
austincurrie26	0	10	20	1	0	0:21	0	0	0	0	0	0	0	1	3	5	0	0	0	0	0	0	0	0	3	0
Avatar Lumineux	0	6	5	1	4	0:04	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0
Aviant365	0	76	22	25	9	1:05	10	4	1	0	0	0	6	3	3	0	1	0	4	2	2	2	2	2	1	0
Avitale811	0	26	33	7	3	0:34	0	0	0	0	0	0	3	1	3	4	0	0	1	0	0	0	0	0	0	0
awesomeskip	0	0	4	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Axsai	0	74	108	15	38	1:33	9	1	0	0	0	0	26	0	5	1	0	0	3	0	0	0	0	0	0	0
AXTECT UNION	0	10	8	0	0	0:03	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
AZAtueur	0	3	11	1	1	0:05	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Azngymnast	0	10	16	6	2	0:20	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Azulcrema23	0	52	55	14	5	0:25	6	0	0	0	0	0	2	0	17	4	0	0	1	0	0	0	0	0	0	0
B0B0333	0	13	12	2	5	0:20	1	0	0	0	0	0	7	0	3	1	0	0	0	0	0	0	0	0	0	0
Ba1z of VeGGi	0	50	11	3	45	0:07	11	2	1	0	0	0	0	0	1	0	0	0	5	1	1	0	0	0	0	0
BaadBoy jake	0	24	5	4	3	0:20	2	1	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0
BaadBoyBill	0	6	22	4	0	0:33	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0
BaadBoyJono	0	4	3	2	2	0:05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BaadGirlArk	0	0	0	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BackSoon	0	7	2	1	1	0:13	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacon Shocker	0	23	28	10	3	0:10	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Bad Mathe	0	15	28	5	11	0:06	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
BadAssWookiee	0	1	45	1	1	0:47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
badbob815	0	8	25	0	3	0:12	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
BaddestHotrod	0	0	2	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balco77	0	3	12	1	0	0:03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BaldHillBoy	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
balldoor	0	3	10	2	1	0:06	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
BananaKing24	0	45	91	9	30	0:20	5	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0
BassInYerFace	0	29	57	10	9	0:29	1	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0
Bastaboi93	0	1	14	2	0	0:03	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BastingOzzkar	0	21	23	12	7	0:16	3	1	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0
Bauer Uwe	0	7	33	2	1	0:30	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BDMAR96	0	29	65	19	5	0:21	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Beagle Stanley	0	0	3	0	0	0:03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beathellscream	0	0	4	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beaurepair	3	8	3	0	0	0:13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
benno bensen	0	3	11	5	2	0:11	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
BentDude	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beowarr	0	0	0	0	0	0:03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bernie3981	0	0	21	5	0	0:32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Beta Trianguli	1	78	48	20	31	1:29	2	0	0	0	0	0	0	3	1	1	3	0	4	0	0	0	0	0	0	1
BetaDelta534	1	93	56	17	11	0:54	12	1	0	0	0	0	8	4	27	18	1	0	3	0	0	0	0	2	0	1
BicolourBigfoot	0	72	146	11	27	1:15	1	0	0	0	0	0	65	0	3	4	0	0	1	0	0	0	0	0	0	0
Biftek9	0	21	6	3	7	0:25	0	0	0	0	0	0	17	0	4	0	0	0	2	0	0	0	0	0	0	0
BigBadThad17	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BiggyPupi	0	7	24	4	0	0:05	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0
bigm69	1	0	1	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BigmacAssassinz	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BigMou666	0	4	4	1	0	0:06	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Bill54001	0	14	12	5	1	0:06	1	1	0	0	0	0	0	8	1	0	0	0	1	0	0	0	0	0	0	0
Bjr95	2	24	1	1	1	0:25	0	0	0	0	0	0	0	11	1	1	0	0	2	1	1	0	0	1	4	1
black code 1	0	122	59	22	11	0:39	13	1	0	0	0	0	9	1	36	19	0	3	7	2	0	0	0	0	0	0
Black Werwulf	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blackeagle57	0	19	10	2	9	0:15	0	0	0	0	0	0	3	0	6	0	0	1	0	0	0	0	0	0	0	0
blackhalo785	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BlackReaperr	1	487	312	55	188	4:01	30	1	0	0	0	0	348	4	46	24	0	5	23	1	0	0	0	0	0	0
Bladeboy 156	0	0	0	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blasr4020	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaster2020	0	2	32	0	0	0:14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BlazinBill557	0	13	8	4	8	0:05	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Blind Man Viper	0	0	1	0	0	0:04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blondigurl	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BlubberFlupp	0	3	1	0	0	0:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BlueFox010	0	13	4	9	0	0:12	2	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0
bluegold83	0	1	4	1	0	0:03	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bluffer1	0	16	27	3	0	0:19	1	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	1	1	2
boeing748	0	0	7	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bogusdark fiend	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BoltingNinja	0	19	24	31	5	0:52	1	0	0	0	0	0	4	1	4	3	0	0	0	0	0	0	0	0	1	1
boomerboy14	0	52	72	11	19	0:32	2	0	0	0	0	0	8	0	6	7	0	0	0	0	0	0	0	0	0	0
Boomskill	0	0	2	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
boricua1011	0	24	35	10	0	1:15	1	0	0	0	0	0	2	11	0	0	0	0	2	0	0	0	0	2	0	0
boyle5	0	24	67	5	4	0:48	1	0	0	0	0	0	9	3	3	1	0	0	0	0	0	0	0	0	0	0
bravehorse	0	11	24	8	5	0:37	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Brocks1995	0	1	5	0	0	0:07	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
broken brick	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BrokenMetalFist	0	31	17	0	10	0:13	2	0	0	0	0	0	23	0	6	2	0	0	3	1	0	0	0	0	0	0
Brother Halar	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brqda	0	15	22	3	6	0:12	0	0	0	0	0	0	14	0	1	0	1	0	1	0	0	0	0	0	0	0
BruskMonkey	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brutemac07	0	39	54	3	16	0:42	3	0	0	0	0	0	27	0	6	0	0	0	1	0	0	0	0	0	0	0
Bryan Tran	0	1	3	0	0	0:00	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
BrycyCommando	0	11	17	9	2	0:17	1	1	1	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0
Bubblestallguy9	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buchey	0	13	12	2	2	0:06	1	0	0	0	0	0	0	2	3	2	0	0	1	0	0	0	0	0	0	0
buckeyeranger	0	46	39	19	5	1:26	2	0	0	0	0	0	0	7	1	0	0	1	3	0	0	0	0	0	0	0
Budluvsrock	0	6	13	5	0	0:17	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	1	0	0
Bulsha	0	48	88	11	6	0:34	4	0	0	0	0	0	5	0	5	5	0	0	1	0	0	0	0	0	0	0
Burgerisms	2	14	19	2	3	0:20	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	0	0	2	0
BurtFred	0	10	11	3	2	0:07	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0
ButterManCam	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buzz10000	3	40	28	7	11	1:16	1	0	0	0	0	0	4	10	1	0	0	0	2	0	0	0	0	0	3	1
BWPLJGONOIPONW	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Byoung0202	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C0SbYSw3aT3R	0	10	13	0	5	0:06	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
C2DaMurda	0	21	20	2	6	0:27	2	0	0	0	0	0	4	2	3	1	1	0	0	0	0	0	0	0	1	0
C4mpnPr0	0	26	7	3	16	0:23	0	0	0	0	0	0	0	0	2	1	1	0	3	0	0	0	0	0	3	1
caboose0703	0	45	16	7	17	0:28	2	0	0	0	0	0	19	1	2	2	2	0	5	1	0	0	0	0	0	4
cal b123	0	59	193	14	12	0:49	2	0	0	0	0	0	19	0	8	3	0	0	0	0	0	0	0	0	0	0
camouflage22	0	33	29	5	17	0:16	2	0	0	0	0	0	28	0	2	2	0	0	1	0	0	0	0	0	0	0
Capper7	0	2	10	1	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capt Outrageous	0	0	1	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
captain no man	0	11	39	2	3	0:47	1	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0
CaptStu26	0	175	227	48	45	1:53	12	0	0	0	0	0	82	0	27	16	0	0	4	0	0	0	0	0	0	0
carazmatic	0	9	16	4	7	0:05	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Carbaugh206	1	0	26	1	0	0:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
cartoflius	0	1	19	1	0	0:03	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CartopBALTO	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASE no 1	0	8	10	3	0	0:11	0	0	0	0	0	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0
castway93	1	119	133	50	16	3:23	7	1	0	0	0	0	5	33	16	7	3	1	5	0	0	0	0	2	0	0
Catalystic	0	45	36	3	21	0:14	3	0	0	0	0	0	18	0	2	2	0	0	0	0	0	0	0	0	0	0
CAviTY ScOpEz	0	0	0	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenuyi	0	5	8	3	4	0:08	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0
Cerealkiller062	0	12	2	1	8	0:17	0	0	0	0	0	0	9	0	0	1	0	0	1	1	0	0	0	0	0	0
Cereberus16	0	1	15	1	0	0:07	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cesitas	1	1	1	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CheeseMeista	0	7	9	1	2	0:13	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	1
cheifkiller1234	0	4	51	4	0	0:43	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0
chemelemon	0	1	1	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ChewieR2	0	0	0	0	0	0:03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
childlocker	1	36	46	6	15	0:25	1	0	0	0	0	0	16	1	2	2	0	0	0	0	0	0	0	2	0	0
chip9150	0	0	8	2	0	0:07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chippa Darragh	0	3	7	1	1	0:05	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
Chris Awwsome	0	10	2	2	5	0:05	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
cjcool99	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clankclank101	0	65	45	32	21	1:31	3	0	0	0	0	0	4	4	3	6	8	0	5	0	0	0	0	0	1	3
ClanOneil	0	513	138	28	245	1:49	81	11	5	1	0	0	90	11	42	23	2	4	36	11	5	5	4	3	1	1
cmdrBubba	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cnakilla	0	2	5	1	0	0:08	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Cod3named	0	20	10	1	16	0:06	1	0	0	0	0	0	16	0	0	1	0	0	2	0	0	0	0	0	0	0
Coffee281	0	5	9	1	3	0:13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
COHxDarkPhoeniX	0	4	2	0	1	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CokeZero360	0	33	10	1	0	0:23	6	0	0	0	0	0	0	3	5	2	0	0	1	1	1	0	0	0	0	0
coletank117	0	62	106	17	27	1:17	2	0	0	0	0	0	44	0	8	9	0	0	0	0	0	0	0	0	0	0
Colossal Dreams	0	30	53	19	3	1:08	2	0	0	0	0	0	2	5	2	0	0	0	1	0	0	0	0	0	0	1
combatjack1	0	39	49	3	15	0:20	1	0	0	0	0	0	33	0	5	1	0	0	0	0	0	0	0	0	0	0
Commando N	0	6	4	2	0	0:22	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1
commo23	0	1	2	0	0	0:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ComradeLogger13	1	43	31	7	9	0:58	0	0	0	0	0	0	8	5	10	5	1	0	2	1	0	0	0	0	0	1
conejito386	0	3	14	2	2	0:13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Conran2010	0	102	116	26	21	0:38	9	1	0	0	0	0	15	0	29	13	0	0	1	0	0	0	0	0	0	0
coolcol1	0	0	1	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
coolkevin11	0	3	5	0	0	0:27	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1
coolman947	0	0	2	0	0	0:05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corona OA 007	0	15	26	6	1	0:28	1	0	0	0	0	0	0	3	7	1	0	0	0	0	0	0	0	0	0	0
Cosmic Traitor	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cp2999	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Craig 865	0	0	2	0	0	0:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cray98	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
crazmnke	0	36	29	12	11	0:41	1	0	0	0	0	0	0	8	2	2	0	0	2	1	0	0	0	0	0	0
crazy sk8er kid	0	5	14	4	0	0:16	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1
CrazyHaloManiac	0	9	18	0	1	0:08	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
CrazyMadChicken	0	23	35	8	10	0:28	0	0	0	0	0	0	5	2	1	0	3	0	0	0	0	0	0	0	0	0
Crazytaxii	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cricri117	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
criminal123321	0	0	1	0	0	0:05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cris Breeze	0	20	10	2	16	0:12	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0
cristhianbuenoo	0	1	10	1	0	0:06	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CroixCnos	0	0	0	0	0	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cruashalkiller3	0	3	12	0	1	0:08	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
CRYPTIC MYSTICS	0	45	32	8	6	0:17	3	0	0	0	0	0	2	1	17	2	1	1	2	0	0	0	0	0	0	0
